Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Group,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,d.180.enamelVPD,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication,Amino Acid 
41229-17034,41229-17034,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F2,0.54,4.2,-16.9,,,,17.2,48.1,2.8,,x,
41229-17038,41229-17038,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B7,0.579,4.8,-18.4,,,,15.7,43.2,2.8,,x,
41229-17039,41229-17039,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G12,0.523,6.2,-17.5,,,,15.8,44.4,2.8,,x,
41229-17040,41229-17040,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C1,0.564,3.7,-18.5,,,,14.9,42.4,2.8,,x,
41229-17042,41229-17042,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E8,0.511,6,-18.1,,,,16.1,45.4,2.8,,x,
41229-17003,41229-17003,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H6,0.567,3.5,-21.5,,,,15.5,45.3,2.9,,x,
41229-17026,41229-17026,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B8,0.538,4.1,-17.8,,,,16.6,47.6,2.9,,x,
41229-17029,41229-17029,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C11,0.546,3,-21.3,,,,15.8,45.5,2.9,,x,
41229-17031,41229-17031,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,H2,0.53,6,-15.9,,,,16.9,48.5,2.9,,x,
41229-17032,41229-17032,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D8,0.567,3.7,-18.1,,,,15.6,45.5,2.9,,x,
41229-17035,41229-17035,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H9,0.552,4.2,-15.1,,,,15.7,45.6,2.9,,x,
41229-17041,41229-17041,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G8,0.584,5.2,-16.1,,,,15.2,43.9,2.9,,x,
41229-17044,41229-17044,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F7,0.598,4.7,-15.5,,,,13.9,41.1,2.9,,x,
41229-17046,41229-17046,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B12,0.575,4.9,-13.4,,,,16.1,46.1,2.9,,x,
41229-17045,41229-17045,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A6,0.588,4.3,-13.7,,,,13,38.6,3,,x,
41229-17024,41229-17024,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,,,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C6,0.556,3.8,-17.7,,,,13.9,42.5,3.1,,x,
41229-1350,41229-1350,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C2,0.527,4.7,-15.3,,,,15.9,45,2.8,,x,
41229-1596,41229-1596,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F12,0.594,5.6,-18.3,,,,16.4,45.7,2.8,,x,
41229-2939,41229-2939,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E5,0.529,4.3,-19.4,,,,16.3,45.2,2.8,,x,
41229-10351,41229-10351,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A12,0.547,6,-15.8,,,,15.3,44.5,2.9,,x,
41229-1598,41229-1598,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B5,0.585,5.9,-13.8,,,,14.5,41.8,2.9,,x,
41229-1597,41229-1597,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G7,0.554,5.6,-16.5,,,,14.9,44.2,3,,x,
41229-7429,41229-7429,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,,,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A3,0.551,6.6,-13,,,,14.8,44.2,3,,x,
41229-2896,41229-2896,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,030-035,,,2775,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F5,0.554,5.9,-18.3,,,,14.1,40.5,2.9,,x,
41229-689,41229-689,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,030-035,,,2775,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F10,0.576,5.9,-15.2,,,,15.8,46,2.9,,x,
41229-2926,41229-2926,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,,,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C10,0.544,4.4,-22.1,,,,10.9,34.2,3.1,,x,
41229-17051,41229-17051,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,,,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D5,0.524,5.5,-16.4,,,,15.5,46.3,3,,x,
41229-17052,41229-17052,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,,,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A10,0.58,5.2,-17.7,,,,14.1,42.4,3,,x,
41229-4098,41229-4098,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,040-045,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A5,0.53,6,-14.1,,,,15.9,45.8,2.9,,x,
41229-7646,41229-7646,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,040-045,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G8,0.544,5.1,-17.3,,,,2.9,11.8,4.1,,x,
41229-9989,41229-9989,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B9,0.562,4.6,-18.9,,,,16,45.6,2.8,,x,
41229-9988,41229-9988,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D6,0.562,4.1,-16.7,,,,16.8,48.2,2.9,,x,
41229-17058,41229-17058,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D1,0.565,5.2,-16.4,,,,16.5,44.4,2.7,,x,
41229-17056,41229-17056,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G4,0.57,5.7,-17,,,,14,40.9,2.9,,x,
41229-17063,41229-17063,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B10,0.513,4.1,-17.6,,,,14.6,42.6,2.9,,x,
41229-17061,41229-17061,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A1,0.603,3.1,-20.3,,,,15.3,46.5,3,,x,
41229-17066,41229-17066,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E4,0.558,6.3,-18.4,,,,13.2,39.5,3,,x,
41229-9806,41229-9806,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E2,0.526,4.6,-17,,,,16,45.4,2.8,,x,
41229-5922,41229-5922,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C5,0.538,6.6,-18.1,,,,14.8,44.8,3,,x,
41229-5921,41229-5921,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B5,0.563,6.6,-18.6,,,,14.3,44.4,3.1,,x,
41229-17077,41229-17077,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C8,0.542,4.1,-16.6,,,,14.1,38.9,2.8,,x,
41229-17086,41229-17086,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B1,0.519,5.6,-17,,,,14.4,40.7,2.8,,x,
41229-17087,41229-17087,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D7,0.561,7.6,-18.6,,,,14.8,42.1,2.8,,x,
41229-17076,41229-17076,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E9,0.504,3.8,-17.4,,,,13.2,38.6,2.9,,x,
41229-17078,41229-17078,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G4,0.514,4.4,-21.3,,,,14.9,43.6,2.9,,x,
41229-17079,41229-17079,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D11,0.578,5.9,-20,,,,15.2,44.7,2.9,,x,
41229-17081,41229-17081,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D2,0.519,5.3,-19.1,,,,13.5,39.9,2.9,,x,
41229-17084,41229-17084,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G1,0.534,4.7,-21.2,,,,14.5,42.8,2.9,,x,
41229-17089,41229-17089,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E6,0.563,7.8,-16.7,,,,14.7,42.7,2.9,,x,
41229-17091,41229-17091,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H11,0.566,4,-17.4,,,,14.9,43.5,2.9,,x,
41229-17083,41229-17083,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,,,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F1,0.515,4,-17.1,,,,14.3,42.7,3,,x,
41229-9510,41229-9510,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D8,0.578,5.8,-19.2,,,,15.5,44.1,2.8,,x,
41229-701,41229-701,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A2,0.562,4.8,-16.7,,,,15.2,43.6,2.9,,x,
41229-9509,41229-9509,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D4,0.537,4.1,-21.6,,,,16.1,46.3,2.9,,x,
41229-17120,41229-17120,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F5,0.599,4,-17.5,,,,15.8,44.7,2.8,,x,
41229-17122,41229-17122,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F6,0.565,4.2,-20.4,,,,16,44.9,2.8,,x,
41229-17129,41229-17129,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F8,0.519,6,-15.4,,,,15.2,43.3,2.8,,x,
41229-17116,41229-17116,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B11,0.574,4.8,-17.9,,,,14.7,42.4,2.9,,x,
41229-17118,41229-17118,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D3,0.567,5.5,-17.5,,,,15.2,44.5,2.9,,x,
41229-17123,41229-17123,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F11,0.56,4.9,-14.3,,,,15,43.1,2.9,,x,
41229-17131,41229-17131,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B4,0.587,4.6,-16.9,,,,15.8,46.3,2.9,,x,
41229-4017,41229-4017,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A3,0.531,5.3,-13.1,,,,15.3,44.8,2.9,,x,
41229-4018,41229-4018,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E12,0.534,5.7,-13.3,,,,15.6,44.6,2.9,,x,
41229-17108,41229-17108,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F1,0.58,6.8,-9.9,,,,9.5,28.6,3,,x,
41229-17119,41229-17119,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,,,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F7,0.526,6.2,-12.2,,,,11.6,34.9,3,,x,
41229-14048,41229-14048,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C4,0.574,5.4,-17.4,,,,14.8,44.2,3,,x,
41229-17157,41229-17157,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D12,0.585,4.9,-18.2,,,,15.3,41.9,2.7,,x,
41229-17159,41229-17159,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C11,0.565,4.3,-19.4,,,,16,43.2,2.7,,x,
41229-17137,41229-17137,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D12,0.542,4.6,-16,,,,14.4,42,2.9,,x,
41229-17138,41229-17138,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G12,0.58,6.1,-14.6,,,,14.9,43.2,2.9,,x,
41229-17142,41229-17142,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G1,0.567,3.8,-17.9,,,,14.5,42.2,2.9,,x,
41229-17146,41229-17146,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A11,0.536,4.4,-21.5,,,,15.7,45.4,2.9,,x,
41229-17147,41229-17147,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H7,0.548,5.1,-15.2,,,,15.2,44.3,2.9,,x,
41229-17151,41229-17151,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D5,0.553,5,-17.9,,,,14.7,42.2,2.9,,x,
41229-17154,41229-17154,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G9,0.576,6,-17.9,,,,15.6,45.7,2.9,,x,
41229-17156,41229-17156,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G9,0.511,5,-21.6,,,,16.5,48.2,2.9,,x,
41229-17143,41229-17143,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B12,0.536,6.6,-13.1,,,,13.6,40.2,3,,x,
41229-17144,41229-17144,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,,,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C7,0.538,4.1,-13.5,,,,11.6,35.6,3.1,,x,
41229-7436,41229-7436,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B1,0.58,5,-13.1,,,,16.4,45.1,2.8,,x,
41229-7437,41229-7437,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C9,0.518,5,-15.5,,,,15.7,45.5,2.9,,x,
41229-7438,41229-7438,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D10,0.532,5.4,-19.2,,,,14.4,41.8,2.9,,x,
41229-7439,41229-7439,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C12,0.541,4.9,-13.6,,,,15.1,43.8,2.9,,x,
41229-7442,41229-7442,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G7,0.536,5.2,-17.6,,,,15.3,44.2,2.9,,x,
41229-17170,41229-17170,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,,,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F4,0.586,5,-16.1,,,,15.3,43.5,2.8,,x,
41229-17173,41229-17173,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,,,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A1,0.552,3.2,-18.2,,,,13.3,39.2,2.9,,x,
41229-17171,41229-17171,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,,,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A7,0.537,6.9,-21.1,,,,13.8,41.6,3,,x,
41229-17172,41229-17172,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,,,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G6,0.593,5.7,-18,,,,12,36.4,3,,x,
41229-17174,41229-17174,Small,Herbivore,Sylvilagus,,Sylvilagus,sp.,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,,,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E7,0.531,5.2,-15.8,,,,13.4,41.3,3.1,,x,
